individual,Specimen,Lat,Long,year,2011 Bin sch. 1,2011 Bin sch. 2,2011 Bin sch. 3,Spinks group (prelim),,Parham sex,Buskirk sex,prelim sex bin,notes,,Specimens are in the order in which they appear in the TPS file.,
666,LACM 138632,33.5105,117.7533,,pall,pall,pall,4,4,m,,,"Alisco (sic? [should be Aliso Cyn]) Canyon, ~101 Hwy (now I-5? or Hwy 1?), Orange Co.",,,
667,LACM 149099,34.956984,120.097909,,CCR,CCR,CCR,1?,1,j,,,"Wagon Flat Campground, ca 7 km NE Rattlesnake Canyon, North Fork La Brea Creek, 31 km ENE Santa Maria, Santa Barbara Co.",,,
668,LACM 149100,34.54667,118.518847,,CCR,CCR,CCR,4,4,f,,,"San Francisquito Canyon, 7.0 mi above junction Canyon Rd and Copper Hill Rd, 12 km N Rancho Santa Clarita, LA Co.",,,
669,LACM 149101,35.540598,121.073564,,CCR,CCR,CCR,1,1,f,,,"Cambria, 1106 Pineridge Dr., SLO Co.",,,
670,LACM 149102,35.651256,121.21952,,CCR,CCR,CCR,1,1,m,,,"Hwy 1 at Arroyo Tortuga, 15 km NW Cambria, SLO Co. (Could not find A. Tortuga so placed marker 15 km NW of Cambria near Hwy 1)",,,
671,LACM 152503,33.330844,117.334505,,pall,pall,pall,4,4,f,,,"Marine Corps Base Camp Pendleton, San Diego Co. [[JFP: Gave it a general Camp Pendelton GPS]]",,,
672,LACM 152505,33.330844,117.334505,,pall,pall,pall,4,4,m,,,"Marine Corps Base Camp Pendleton, San Diego Co. [[JFP: Gave it a general Camp Pendelton GPS]]",,,
673,LACM 152564,33.330844,117.334505,,pall,pall,pall,4,4,m,,,"200 m E of Old Rancho Santa Margarita ranch house, Santa Margarita River, Marine Corps Base Camp Pendleton, San Diego Co. [[JFP: Gave it a general Camp Pendelton GPS]]",,,
674,LACM 152565,33.330844,117.334505,,pall,pall,pall,4,4,j,,,"200 m E of Old Rancho Santa Margarita ranch house, Santa Margarita River, Marine Corps Base Camp Pendleton, San Diego Co. [[JFP: Gave it a general Camp Pendelton GPS]]",,,
675,LACM 152567,33.330844,117.334505,,pall,pall,pall,4,4,j,,,"Sewage Treatment Plant #3, Santa Margarita River, Marine Corps Base Camp Pendleton, San Diego Co. [[JFP: Gave it a general Camp Pendelton GPS]]",,,
676,LACM 152568,33.330844,117.334505,,pall,pall,pall,4,4,j,,,"Sewage Treatment Plant #3, Santa Margarita River, Marine Corps Base Camp Pendleton, San Diego Co. [[JFP: Gave it a general Camp Pendelton GPS]]",,,
677,LACM 152506,35.025424,120.308872,,CCR,CCR,CCR,1,1,j,,,"Alamo Cr, N of Cuyama R., (7.2 rd mi E of Hwy 101 on Hwy 166), SLO Co.",,,
678,LACM 153062,35.599412,121.114286,,CCR,CCR,CCR,1,1,j,,,"San Simeon Creek, SLO Co.",,,
679,LACM 153063,35.599412,121.114286,,CCR,CCR,CCR,1,1,f,,,"San Simeon Creek, SLO Co.",,,
680,LACM 153064,35.616655,121.147225,,CCR,CCR,CCR,1,1,f,,,"Pico Creek, SLO Co.",,,
681,LACM 153065,35.616655,121.147225,,CCR,CCR,CCR,1,1,f,,,"Pico Creek, SLO Co.",,,
682,LACM 153066,35.599412,121.114286,,CCR,CCR,CCR,1,1,f,,,"San Simeon Creek, SLO Co.",,,
683,LACM 153068,35.616655,121.147225,,CCR,CCR,CCR,1?,1,f,,,"Pico Pond, SLO Co.",,,
684,LACM 153069,35.596671,121.117853,,CCR,CCR,CCR,1,1,f,,,"Cambria Community Services District Percolation Ponds, SLO Co.",,,
685,LACM 153072,35.599412,121.114286,,CCR,CCR,CCR,1,1,m,,,"San Simeon Creek, SLO Co.",,,
686,LACM 153075,35.622835,121.139309,,CCR,CCR,CCR,1,1,m,,,"Pico Creek, SLO Co.",,,
687,LACM 27649,34.262382,117.889262,,pall,pall,pall,4,4,f,,,"San Gabriel Mts., Bear Creek, 1.5 mi. N. West Fork San Rivera (sic?) Gabriel, LA Co.",,,
688,LACM 153073,35.599412,121.114286,,CCR,CCR,CCR,1,1,f,,,"San Simeon Creek, SLO Co.",,,
689,LACM 153070,35.599412,121.114286,,CCR,CCR,CCR,1,1,f,,,"San Simeon Creek, SLO Co.",,,
690,LACM 152566,33.330844,117.334505,,pall,pall,pall,4,4,f,,,"200 m E of Old Rancho Santa Margarita ranch house, Santa Margarita River, Marine Corps Base Camp Pendleton, San Diego Co. [[JFP: Gave it a general Camp Pendelton GPS]]",,,
691,NMNH 77,47.169415,122.60276,,marm,marm,marm,1,1,j,,,"Steilacoom, Puget Sound, Pierce Co., Washinton",,,
692,NMNH 88,47.973046,122.606346,,marm,marm,marm,1,1,j,,,"Puget Sound, Washington (Marker placed at arbitrary pt. in the sound)",,,
693,NMNH 7594,47.973046,122.606346,,marm,marm,marm,1,1,j,,,"Puget Sound, Washington (Marker placed at arbitrary pt. in the sound)",,,
694,NMNH 7595,47.973046,122.606346,,marm,marm,marm,1,1,j,,,"Puget Sound, Washington (Marker placed at arbitrary pt. in the sound)",,,
695,NMNH 7596,47.973046,122.606346,,marm,marm,marm,1,1,j,,,"Puget Sound, Washington (Marker placed at arbitrary pt. in the sound)",,,
696,NMNH 9294,?,?,,?,?,?,4,4,j,,,Sonora (!!??),,,
697,NMNH 9931,?,?,,?,?,?,1,1,f,,,"San Francisco, San Francisco Ca. (JFP: Could be from market)",,,
698,NMNH 9971,38.061687,122.698933,,marm,marm,marm,1,1,f,,,"Nicasio, Marin Co.",,,
699,NMNH 10687,32.715343,117.155313,,pall,pall,pall,4,4,f?,,,"San Diego, San Diego Co.",,,
700,NMNH 13804,41.5715,121.8528,,marm,marm,marm,1,1,f,,,"Baird, Shasta Co.",,,
701,NMNH 18641,36.112863,118.45331,,marm,marm,SJ,2?,2,j,,,"Kern River, 25 mi above Kernville (= old Kernville), Tulare Co.",,,
702,NMNH 21389,42.704981,121.993217,,marm,marm,marm,1,1,f,,,"Fort Klamath, Klamath Co. Oregon",,,
703,NMNH 21390,42.704981,121.993217,,marm,marm,marm,1,1,f,,,"Fort Klamath, Klamath Co. Oregon",,,
704,NMNH 21391,42.704981,121.993217,,marm,marm,marm,1,1,m?,,,"Fort Klamath, Klamath Co. Oregon",,,
705,NMNH 21392,42.704981,121.993217,,marm,marm,marm,1,1,f,,,"Fort Klamath, Klamath Co. Oregon",,,
706,NMNH 22052,32.550842,116.797637,,pall,pall,pall,4,4,m?,,,"Tecate River, Baja California Norte 9GPS is just placed arbitrarily in correct drainage)",,,
707,NMNH 38807,39.989561,122.100256,,marm,marm,marm,1,1,j,,,"Thomas Creek (= Thomes Creek), Tehama Co., CA",,,
708,NMNH 38808,37.217581,119.904202,,marm,marm,SJ,2?,2,j,,,"Near raymond, Madera Co.",,,
709,NMNH 38809,41.191065,122.283982,,marm,marm,marm,1,1,j,,,"Near Sims, Sacramento River, Shasta Co. (No ""Sims"" in Shasta Co., marker placed along sacramento River in Shasta Co.)",,,
710,NMNH 45530,38.807714,123.007788,,marm,marm,marm,1,1,j,,,"Cloverdale, Sonoma Co.",,,
711,NMNH 45531,37.48498,119.965625,,marm,marm,SJ,1?,1,j,,,"Mariposa, Mariposa Co. [[General Mariposa marker]]",,,
712,NMNH 46124,?,?,,?,?,?,?,,m,,,?,,,
713,NMNH 50944,36.971569,121.547258,,marm,marm,marm,1,1,m?,,,"Uvas Creek, Santa Clara Co.",,,
714,NMNH 52063,38.0955,122.2725,,marm,marm,marm,1?,1,j,,,"Mare Island, Solano Co.",,,
715,NMNH 55547,?,?,,?,?,?,1,1,m,,,"San Francisco, San Francisco Ca. (JFP: Could be from market)",,,
716,NMNH 55548,34.055299,118.244647,,pall,pall,pall,4,4,m?,,,"Los Angeles, LA Co.",,,
717,NMNH 55549,33.5105,117.7533,,pall,pall,pall,4,4,m,,,"Laguna Beach, Aliso Creek, Orange Co.",,,
718,NMNH 55550,33.5105,117.7533,,pall,pall,pall,4,4,f,,,"Laguna Beach, Aliso Creek, Orange Co.",,,
719,NMNH 55551,33.5105,117.7533,,pall,pall,pall,4,4,j,,,"Laguna Beach, Aliso Creek, Orange Co.",,,
720,NMNH 55552,33.5105,117.7533,,pall,pall,pall,4,4,j,,,"Laguna Beach, Aliso Creek, Orange Co.",,,
721,NMNH 59765,34.9863888889,-119.793333333,,CCR,CCR,CCR,1?,1,f?,,,"Cuyama Valley, Caliente Ranch, SB Co.",,,
722,NMNH 73265,?,?,,?,?,?,?,,m,,,?,,,
723,NMNH 131830,47.973046,122.606346,,marm,marm,marm,1,1,j,,,"Puget Sound, Washington  (Marker placed at arbitrary pt. in the sound)",,,
724,NMNH 213707,36.600249,121.894647,,CCR,CCR,CCR,1,1,j,,,"Monterey, Monterey Co.",,,
725,NMNH 213708,?,?,,?,?,?,4,4,j,,,Sonora (!!??),,,
726,NMNH 217291,34.055299,118.244647,,pall,pall,pall,4?,4,f?,,,"Los Angeles, LA Co.",,,
727,NMNH 220748,38.061687,122.698933,,marm,marm,marm,1,1,f,,,"Nicasio, Marin Co.",,,
728,NMNH 220749,38.061687,122.698933,,marm,marm,marm,1,1,f?,,,"Nicasio, Marin Co.",,,
729,NMNH 220750,38.061687,122.698933,,marm,marm,marm,1,1,j,,,"Nicasio, Marin Co.",,,
730,NMNH 220751,38.061687,122.698933,,marm,marm,marm,1,1,j,,,"Nicasio, Marin Co.",,,
731,NMNH 220752,38.061687,122.698933,,marm,marm,marm,1,1,f,,,"Nicasio, Marin Co.",,,
732,NMNH 220756,41.5715,121.8528,,marm,marm,marm,1,1,f?,,,"Baird, Shasta Co.",,,
733,NMNH 220757,41.5715,121.8528,,marm,marm,marm,1,1,j,,,"Baird, Shasta Co.",,,
734,NMNH 220758,41.5715,121.8528,,marm,marm,marm,1,1,j,,,"Baird, Shasta Co.",,,
735,NMNH 288132,39.3169444444,123.308333333,,marm,marm,marm,1,1,f?,,," Ridgewood Ranch 8 mi S of ch Wilts, Mendocino Co.",,,
736,NMNH 288133,39.073421,122.78712,,marm,marm,marm,1,1,m,,,"Clear Lake, near, on California Rte. 20, Colusa Co.",,,
737,NMNH 297155,43.27972222,123.3755556,,marm,marm,marm,1,1,f,,,"Winchester, 3.2 km S and 0.8 km W of, Interstate Highway 5, T27S R6W S1, Douglas Co., Oregon",,,
738,NMNH 323180,37.48498,119.965625,,marm,marm,marm,2?,2,m?,,,"Mariposa, 8 mi W of, White Rock River, Mariposa Co. [[JFP: can not find ""White Rock River so placed this at site of NMNH 323182]]",,,
739,NMNH 323181,37.48498,119.965625,,marm,marm,marm,2?,2,m?,,,"Mariposa, 8 mi W of, White Rock River, Mariposa Co. [[JFP: can not find ""White Rock River so placed this at site of NMNH 323182]]",,,
740,NMNH 323182,37.397695,120.003903,,marm,marm,marm,2?,2,j,,,"River off White Rock Road, 2 miles from Intersection of Old Highway, mariposa Co.",,,
741,NMNH 323183,37.48498,119.965625,,marm,marm,marm,2?,2,m?,,,"Mariposa, 8 mi W of, White Rock River, Mariposa Co. [[JFP: can not find ""White Rock River so placed this at site of NMNH 323182]]",,,
742,NMNH 326206,37.48498,119.965625,,marm,marm,marm,2?,2,m,,,"Mariposa, 8 mi W of, White Rock River, Mariposa Co. [[JFP: can not find ""White Rock River so placed this at site of NMNH 323182]]",,,
743,NMNH 326207,37.48498,119.965625,,marm,marm,marm,2?,2,m,,,"Mariposa, 8 mi W of, White Rock River, Mariposa Co. [[JFP: can not find ""White Rock River so placed this at site of NMNH 323182]]",,,
744,NMNH 326208,37.48498,119.965625,,marm,marm,marm,2?,2,m,,,"Mariposa, 8 mi W of, White Rock River, Mariposa Co. [[JFP: can not find ""White Rock River so placed this at site of NMNH 323182]] ",,,
745,NMNH 326209,37.48498,119.965625,,marm,marm,marm,2?,2,m,,,"Mariposa, 8 mi W of, White Rock River, Mariposa Co. [[JFP: can not find ""White Rock River so placed this at site of NMNH 323182]]",,,
746,NMNH 326210,37.48498,119.965625,,marm,marm,marm,2?,2,m?,,,"Mariposa, 8 mi W of, White Rock River, Mariposa Co. [[JFP: can not find ""White Rock River so placed this at site of NMNH 323182]]",,,
747,NMNH 326211,37.48498,119.965625,,marm,marm,marm,2?,2,f,,,"Mariposa, 8 mi W of, White Rock River, Mariposa Co. [[JFP: can not find ""White Rock River so placed this at site of NMNH 323182]]",,,
748,NMNH 326438,37.48498,119.965625,,marm,marm,marm,2?,2,m,,,"Mariposa, 8 mi W of, White Rock River, Mariposa Co. [[JFP: can not find ""White Rock River so placed this at site of NMNH 323182]]",,,
749,JRB 0042,41.774224,122.57709,,marm,marm,marm,1,1,f?,,,"Siskiyou Co, CA (marker placed at Siskyou)",,,
750,JRB 0047,36.098018,119.881618,,CCR,marm,SJ,2?,2,m,,,"Kings County, CA- (marker placed at Kings, CA)",,,
751,JRB 0048,39.51975,122.006736,,marm,marm,marm,1,1,f,,,"Glenn Co, CA (marker placed at ",,,
752,JRB 0049,?,?,,?,?,?,3?,3,m,,,"Ventura Co, CA (Most likely could be CCR, but some of the range of pallida is also in ventura Co.)",,,
753,JRB 0184,39.218072,122.007964,,marm,marm,marm,1,1,j,,,"Colusa Co, CA (marker placed at Colusa, CA)",,,
754,JRB 0191,39.218072,122.007964,,marm,marm,marm,1,1,m,,,"Colusa Co, CA (marker placed at Colusa, CA)",,,
755,JRB 0193,39.218072,122.007964,,marm,marm,marm,1,1,j,,,"Colusa Co, CA (marker placed at Colusa, CA)",,,
756,JRB 0193a,39.218072,122.007964,,marm,marm,marm,1,1,j,,,"Colusa Co, CA (marker placed at Colusa, CA)",,,
757,JRB 0232,30.7205,116.035074,,pall,pall,pall,4,4,j,,,"Arroyo Santo Domingo, Baja California",,,
758,JRB 0242,37.945781,122.141954,,marm,marm,marm,1,1,f,,,Briones park,,,
759,JRB unnumbered marm a,?,?,,CCR,CCR,CCR,1?,1,m,,,"San Luis Obispo Co/Santa Barbara Co, CA",,,
760,JRB unnumbered marm b,37.961696,120.241885,,marm,marm,SJ,1,1,m,,,"Tuolumne Co, CA  (marker placed at Tuolumne, CA)",,,
761,JRB unnumbered marm c,39.1563888889,122.44194444,,marm,marm,marm,1,1,j,,,"Mill Creek Colusa Co, CA",,,
762,JRB unnumbered marm d,39.1563888889,122.44194444,,marm,marm,marm,1,1,m,,,"Mill Creek Colusa Co, CA",,,
763,MVZ 257121,?,?,,?,?,?,1,1,m?,,,Collected by Jon Fong near strawberry creek; called UCB campus marm in TPS file. JFP: Could hav ebeen relocated…,,,
764,"FMNH 2489 ""a""",33.953411,117.395931,,pall,pall,pall,,,,,,"Riverside, Riverside Co.",,,
765,"FMNH 2489 ""b""",33.953411,117.395931,,pall,pall,pall,,,,,,"Riverside, Riverside Co.",,,
766,FMNH 2905,36.202416,121.138948,,CCR,CCR,CCR,,,,,,"Salinas River, at King City",,,
767,FMNH 22075,33.953411,117.395931,,pall,pall,pall,,,,,,"Riverside, Riverside Co.",,,
768,FMNH 22076,33.953411,117.395931,,pall,pall,pall,,,,,,"Riverside, Riverside Co.",,,
769,FMNH 211580,34.011697,118.495727,,pall,pall,pall,,,,,,"Santa Monica, LA Co.",,,
770,TMM M-9202,,,,,,,,,,,,no data,,,
771,TMM M-9203,,,,,,,,,,,,"Cajalco Rd., 1 mile east 115, Riverside County, CA",,,
772,TNHC 64822,,,,,,,,,,,,no data,,,
773,TNHC 64823,,,,,,,,,,,,no data,,,
774,TNHC 64823,,,,,,,,,,,,no data,,,
775,TNHC 64857,,,,,,,,,,,,no data,,,
776,TNHC 64858,,,,,,,,,,,,no data,,,
